order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
ITEM00000143,ORD0000046,PROD00101,4,547.91,20,1753.31
ITEM00000144,ORD0000047,PROD00013,3,384.86,0,1154.58
ITEM00000145,ORD0000047,PROD00014,3,92.02,15,234.65
ITEM00000146,ORD0000047,PROD00039,2,527.08,0,1054.16
ITEM00000147,ORD0000048,PROD00110,1,47.42,20,37.94
ITEM00000148,ORD0000048,PROD00103,2,164.74,15,280.06
ITEM00000149,ORD0000048,PROD00021,1,754.33,15,641.18
ITEM00000150,ORD0000049,PROD00033,2,50.35,5,95.66
ITEM00000151,ORD0000050,PROD00104,2,176.35,0,352.7
ITEM00000152,ORD0000050,PROD00124,4,314.19,0,1256.76
ITEM00000153,ORD0000050,PROD00043,2,516.59,0,1033.18
ITEM00000154,ORD0000051,PROD00116,4,429.24,0,1716.96
ITEM00000155,ORD0000051,PROD00050,2,210.35,0,420.7
ITEM00000156,ORD0000051,PROD00045,3,436.8,10,1179.36
ITEM00000157,ORD0000052,PROD00052,1,376.62,15,320.13
ITEM00000158,ORD0000052,PROD00106,4,53.37,5,202.81
ITEM00000159,ORD0000052,PROD00054,4,218.97,0,875.88
ITEM00000160,ORD0000052,PROD00087,1,407.15,5,386.79
ITEM00000161,ORD0000052,PROD00072,3,109.76,0,329.28
ITEM00000162,ORD0000053,PROD00099,4,313.86,15,1067.12
ITEM00000163,ORD0000053,PROD00115,4,500.29,0,2001.16
ITEM00000164,ORD0000054,PROD00126,1,10.51,0,10.51
ITEM00000165,ORD0000054,PROD00101,4,547.91,5,2082.06
ITEM00000166,ORD0000054,PROD00064,1,486.63,0,486.63
ITEM00000167,ORD0000054,PROD00040,2,808.97,10,1456.15
ITEM00000168,ORD0000055,PROD00001,2,505.51,0,1011.02
ITEM00000169,ORD0000056,PROD00112,1,317.53,0,317.53
ITEM00000170,ORD0000056,PROD00019,3,288.28,10,778.36
ITEM00000171,ORD0000056,PROD00050,4,210.35,0,841.4
ITEM00000172,ORD0000057,PROD00118,3,749.49,0,2248.47
ITEM00000173,ORD0000057,PROD00063,4,361.75,10,1302.3
ITEM00000174,ORD0000057,PROD00061,2,213.11,0,426.22
ITEM00000175,ORD0000058,PROD00128,4,304.82,0,1219.28
ITEM00000176,ORD0000058,PROD00066,2,572.75,15,973.67
ITEM00000177,ORD0000059,PROD00108,3,429.09,15,1094.18
ITEM00000178,ORD0000059,PROD00102,2,180.72,0,361.44
ITEM00000179,ORD0000059,PROD00075,1,740.14,0,740.14
ITEM00000180,ORD0000060,PROD00057,3,673.56,20,1616.54
ITEM00000181,ORD0000060,PROD00076,1,444.05,10,399.65
ITEM00000182,ORD0000060,PROD00127,2,478.61,0,957.22
ITEM00000183,ORD0000060,PROD00125,4,118.02,15,401.27
ITEM00000184,ORD0000061,PROD00007,2,543.7,5,1033.03
ITEM00000185,ORD0000061,PROD00014,1,92.02,0,92.02
ITEM00000186,ORD0000062,PROD00085,2,51.69,0,103.38
ITEM00000187,ORD0000062,PROD00120,1,705.91,0,705.91
ITEM00000188,ORD0000063,PROD00001,1,505.51,0,505.51
ITEM00000189,ORD0000064,PROD00098,3,457.99,20,1099.18
ITEM00000190,ORD0000064,PROD00080,4,435.36,0,1741.44
ITEM00000191,ORD0000065,PROD00115,2,500.29,0,1000.58
ITEM00000192,ORD0000065,PROD00094,4,422.89,0,1691.56
ITEM00000193,ORD0000065,PROD00106,2,53.37,20,85.39
ITEM00000194,ORD0000065,PROD00104,1,176.35,5,167.53
ITEM00000195,ORD0000065,PROD00009,4,335.59,0,1342.36
ITEM00000196,ORD0000066,PROD00093,3,569.08,0,1707.24
ITEM00000197,ORD0000066,PROD00012,3,707.95,15,1805.27
ITEM00000198,ORD0000066,PROD00082,3,36.1,0,108.3
