order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
ITEM00000765,ORD0000255,PROD00100,4,339.5,0,1358.0
ITEM00000766,ORD0000255,PROD00020,1,537.46,0,537.46
ITEM00000767,ORD0000255,PROD00056,4,429.06,15,1458.8
ITEM00000768,ORD0000256,PROD00107,2,698.59,20,1117.74
ITEM00000769,ORD0000257,PROD00002,2,264.6,0,529.2
ITEM00000770,ORD0000257,PROD00068,1,741.36,0,741.36
ITEM00000771,ORD0000258,PROD00079,3,209.5,5,597.07
ITEM00000772,ORD0000259,PROD00014,2,92.02,0,184.04
ITEM00000773,ORD0000259,PROD00119,4,379.84,0,1519.36
ITEM00000774,ORD0000260,PROD00014,-3,92.02,10,-248.45
ITEM00000775,ORD0000260,PROD00083,1,279.13,20,223.3
ITEM00000776,ORD0000260,PROD00113,3,306.91,0,920.73
ITEM00000777,ORD0000260,PROD00117,4,635.18,5,2413.68
ITEM00000778,ORD0000260,PROD00053,2,283.39,5,538.44
ITEM00000779,ORD0000261,PROD00128,0,304.82,15,0.0
ITEM00000780,ORD0000261,PROD00043,4,516.59,15,1756.41
ITEM00000781,ORD0000261,PROD00076,2,444.05,0,888.1
ITEM00000782,ORD0000261,PROD00038,2,594.86,5,1130.23
ITEM00000783,ORD0000261,PROD00025,2,347.65,0,695.3
ITEM00000784,ORD0000262,PROD00040,1,808.97,0,808.97
ITEM00000785,ORD0000262,PROD00011,2,12.18,0,24.36
ITEM00000786,ORD0000262,PROD00060,3,721.51,15,1839.85
ITEM00000787,ORD0000262,PROD00040,3,808.97,0,2426.91
ITEM00000788,ORD0000263,PROD00084,4,611.64,0,2446.56
ITEM00000789,ORD0000264,PROD00119,2,379.84,5,721.7
ITEM00000790,ORD0000264,PROD00086,4,706.05,20,2259.36
ITEM00000791,ORD0000265,PROD00075,4,740.14,20,2368.45
ITEM00000792,ORD0000266,PROD00023,2,419.11,0,838.22
ITEM00000793,ORD0000266,PROD00059,0,99.25,0,0.0
ITEM00000794,ORD0000266,PROD00089,2,69.69,15,118.47
ITEM00000795,ORD0000267,PROD00124,2,314.19,0,628.38
ITEM00000796,ORD0000267,PROD00046,1,408.56,0,408.56
ITEM00000797,ORD0000267,PROD00018,4,204.67,10,736.81
ITEM00000798,ORD0000267,PROD00029,2,479.65,5,911.33
ITEM00000799,ORD0000268,PROD00107,3,698.59,15,1781.4
ITEM00000800,ORD0000268,PROD00042,3,31.38,0,94.14
ITEM00000801,ORD0000269,PROD00025,1,347.65,0,347.65
ITEM00000802,ORD0000269,PROD00040,4,808.97,10,2912.29
ITEM00000803,ORD0000269,PROD00031,3,760.66,0,2281.98
ITEM00000804,ORD0000270,PROD00073,4,669.5,0,2678.0
ITEM00000805,ORD0000270,PROD00062,2,648.8,0,1297.6
