order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
ITEM00001019,ORD0000343,PROD00076,4,444.05,15,1509.77
ITEM00001020,ORD0000343,PROD00024,2,238.17,5,452.52
ITEM00001021,ORD0000343,PROD00006,3,830.78,10,2243.11
ITEM00001022,ORD0000343,PROD00047,2,370.66,15,630.12
ITEM00001023,ORD0000344,PROD00114,2,549.35,15,933.89
ITEM00001024,ORD0000344,PROD00097,2,813.81,15,1383.48
ITEM00001025,ORD0000345,PROD00024,3,238.17,15,607.33
ITEM00001026,ORD0000345,PROD00055,1,688.52,20,550.82
ITEM00001027,ORD0000345,PROD00031,4,760.66,5,2890.51
ITEM00001028,ORD0000345,PROD00030,1,572.01,0,572.01
ITEM00001029,ORD0000345,PROD00110,1,47.42,20,37.94
ITEM00001030,ORD0000346,PROD00083,4,279.13,0,1116.52
ITEM00001031,ORD0000346,PROD00121,1,64.54,0,64.54
ITEM00001032,ORD0000346,PROD00036,1,247.69,0,247.69
ITEM00001033,ORD0000346,PROD00002,3,264.6,0,793.8
ITEM00001034,ORD0000346,PROD00120,3,705.91,0,2117.73
ITEM00001035,ORD0000347,PROD00104,4,176.35,20,564.32
ITEM00001036,ORD0000347,PROD00123,2,408.23,0,816.46
ITEM00001037,ORD0000348,PROD00023,2,419.11,20,670.58
ITEM00001038,ORD0000348,PROD00064,2,486.63,15,827.27
ITEM00001039,ORD0000348,PROD00114,1,549.35,5,521.88
ITEM00001040,ORD0000348,PROD00082,3,36.1,15,92.06
ITEM00001041,ORD0000348,PROD00022,2,464.76,5,883.04
ITEM00001042,ORD0000349,PROD00091,3,405.6,10,1095.12
ITEM00001043,ORD0000349,PROD00036,3,247.69,0,743.07
ITEM00001044,ORD0000349,PROD00099,3,313.86,0,941.58
ITEM00001045,ORD0000349,PROD00117,1,635.18,10,571.66
ITEM00001046,ORD0000349,PROD00076,3,444.05,0,1332.15
ITEM00001047,ORD0000350,PROD00052,1,376.62,0,376.62
ITEM00001048,ORD0000350,PROD00083,2,279.13,10,502.43
ITEM00001049,ORD0000350,PROD00018,3,204.67,10,552.61
ITEM00001050,ORD0000350,PROD00066,2,572.75,20,916.4
ITEM00001051,ORD0000351,PROD00124,1,314.19,10,282.77
ITEM00001052,ORD0000351,PROD00075,1,740.14,10,666.13
ITEM00001053,ORD0000352,PROD00120,2,705.91,0,1411.82
ITEM00001054,ORD0000352,PROD00061,2,213.11,5,404.91
ITEM00001055,ORD0000353,PROD00091,2,405.6,0,811.2
ITEM00001056,ORD0000353,PROD00050,2,210.35,0,420.7
ITEM00001057,ORD0000353,PROD00014,2,92.02,0,184.04
ITEM00001058,ORD0000353,PROD00096,3,212.37,10,573.4
ITEM00001059,ORD0000354,PROD00101,3,547.91,0,1643.73
