order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
ITEM00000593,ORD0000198,PROD00114,4,549.35,10,1977.66
ITEM00000594,ORD0000198,PROD00093,3,569.08,0,1707.24
ITEM00000595,ORD0000198,PROD00019,1,288.28,0,288.28
ITEM00000596,ORD0000199,PROD00068,1,741.36,15,630.16
ITEM00000597,ORD0000199,PROD00126,4,10.51,5,39.94
ITEM00000598,ORD0000199,PROD00049,3,703.27,0,2109.81
ITEM00000599,ORD0000200,PROD00021,2,754.33,15,1282.36
ITEM00000600,ORD0000200,PROD00008,1,333.4,20,266.72
ITEM00000601,ORD0000201,PROD00044,1,56.72,20,45.38
ITEM00000602,ORD0000201,PROD00080,3,435.36,5,1240.78
ITEM00000603,ORD0000201,PROD00048,3,661.7,0,1985.1
ITEM00000604,ORD0000201,PROD00059,3,99.25,0,297.75
ITEM00000605,ORD0000201,PROD00095,3,300.24,0,900.72
ITEM00000606,ORD0000202,PROD00127,4,478.61,5,1818.72
ITEM00000607,ORD0000202,PROD00041,3,399.39,10,1078.35
ITEM00000608,ORD0000203,PROD00042,2,31.38,5,59.62
ITEM00000609,ORD0000203,PROD00103,1,164.74,0,164.74
ITEM00000610,ORD0000204,PROD00001,1,505.51,20,404.41
ITEM00000611,ORD0000204,PROD00131,4,737.86,0,2951.44
ITEM00000612,ORD0000204,PROD00073,1,669.5,15,569.07
ITEM00000613,ORD0000205,PROD00003,2,515.63,15,876.57
ITEM00000614,ORD0000205,PROD00043,4,516.59,0,2066.36
ITEM00000615,ORD0000205,PROD00002,4,264.6,20,846.72
ITEM00000616,ORD0000205,PROD00090,2,102.93,5,195.57
ITEM00000617,ORD0000206,PROD00040,4,808.97,10,2912.29
ITEM00000618,ORD0000206,PROD00021,1,754.33,15,641.18
ITEM00000619,ORD0000206,PROD00085,3,51.69,10,139.56
ITEM00000620,ORD0000206,PROD00108,3,429.09,5,1222.91
ITEM00000621,ORD0000206,PROD00036,3,247.69,20,594.46
ITEM00000622,ORD0000207,PROD00022,2,464.76,15,790.09
ITEM00000623,ORD0000207,PROD00096,4,212.37,0,849.48
ITEM00000624,ORD0000207,PROD00062,4,648.8,5,2465.44
ITEM00000625,ORD0000207,PROD00067,1,288.21,0,288.21
ITEM00000626,ORD0000208,PROD00065,1,43.7,0,43.7
ITEM00000627,ORD0000208,PROD00065,4,43.7,0,174.8
ITEM00000628,ORD0000209,PROD00021,4,754.33,15,2564.72
ITEM00000629,ORD0000209,PROD00019,4,288.28,0,1153.12
ITEM00000630,ORD0000209,PROD00129,1,357.17,15,303.59
ITEM00000631,ORD0000209,PROD00132,1,465.54,5,442.26
ITEM00000632,ORD0000209,PROD00101,2,547.91,0,1095.82
ITEM00000633,ORD0000210,PROD00015,4,41.29,0,165.16
ITEM00000634,ORD0000210,PROD00013,3,384.86,0,1154.58
ITEM00000635,ORD0000210,PROD00004,2,571.38,5,1085.62
ITEM00000636,ORD0000210,PROD00077,1,353.19,15,300.21
ITEM00000637,ORD0000210,PROD00035,4,717.03,0,2868.12
