order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
ITEM00000001,ORD0000001,PROD00025,3,347.65,10,938.65
ITEM00000002,ORD0000002,PROD00108,1,429.09,0,429.09
ITEM00000003,ORD0000002,PROD00024,4,238.17,0,952.68
ITEM00000004,ORD0000002,PROD00032,2,444.04,15,754.87
ITEM00000005,ORD0000002,PROD00016,4,385.89,0,1543.56
ITEM00000006,ORD0000003,PROD00037,1,244.79,10,220.31
ITEM00000007,ORD0000003,PROD00079,2,209.5,0,419.0
ITEM00000008,ORD0000003,PROD00049,3,703.27,0,2109.81
ITEM00000009,ORD0000003,PROD00017,1,215.88,10,194.29
ITEM00000010,ORD0000004,PROD00120,4,705.91,0,2823.64
ITEM00000011,ORD0000004,PROD00077,2,353.19,20,565.1
ITEM00000012,ORD0000004,PROD00047,2,370.66,0,741.32
ITEM00000013,ORD0000005,PROD00074,1,170.67,0,170.67
ITEM00000014,ORD0000005,PROD00132,4,465.54,0,1862.16
ITEM00000015,ORD0000005,PROD00088,2,143.73,5,273.09
ITEM00000016,ORD0000005,PROD00108,1,429.09,15,364.73
ITEM00000017,ORD0000006,PROD00088,3,143.73,10,388.07
ITEM00000018,ORD0000006,PROD00128,4,304.82,0,1219.28
ITEM00000019,ORD0000006,PROD00024,3,238.17,5,678.78
ITEM00000020,ORD0000007,PROD00089,1,69.69,5,66.21
ITEM00000021,ORD0000007,PROD00091,2,405.6,10,730.08
ITEM00000022,ORD0000007,PROD00030,4,572.01,0,2288.04
ITEM00000023,ORD0000007,PROD00056,3,429.06,0,1287.18
ITEM00000024,ORD0000008,PROD00115,4,500.29,10,1801.04
ITEM00000025,ORD0000008,PROD00072,2,109.76,20,175.62
ITEM00000026,ORD0000009,PROD00098,2,457.99,0,915.98
ITEM00000027,ORD0000009,PROD00022,2,464.76,0,929.52
ITEM00000028,ORD0000009,PROD00060,2,721.51,0,1443.02
ITEM00000029,ORD0000010,PROD00038,4,594.86,10,2141.5
ITEM00000030,ORD0000011,PROD00014,4,92.02,20,294.46
ITEM00000031,ORD0000011,PROD00101,4,547.91,5,2082.06
ITEM00000032,ORD0000011,PROD00101,1,547.91,5,520.51
ITEM00000033,ORD0000011,PROD00103,1,164.74,0,164.74
ITEM00000034,ORD0000011,PROD00018,2,204.67,5,388.87
ITEM00000035,ORD0000012,PROD00039,1,527.08,0,527.08
ITEM00000036,ORD0000013,PROD00039,3,527.08,0,1581.24
ITEM00000037,ORD0000013,PROD00094,4,422.89,0,1691.56
ITEM00000038,ORD0000013,PROD00030,4,572.01,5,2173.64
ITEM00000039,ORD0000013,PROD00123,4,408.23,0,1632.92
ITEM00000040,ORD0000014,PROD00123,2,408.23,10,734.81
ITEM00000041,ORD0000014,PROD00006,2,830.78,10,1495.4
ITEM00000042,ORD0000014,PROD00093,2,569.08,15,967.44
ITEM00000043,ORD0000015,PROD00067,3,288.21,0,864.63
ITEM00000044,ORD0000016,PROD00050,2,210.35,20,336.56
ITEM00000045,ORD0000016,PROD00103,2,164.74,0,329.48
ITEM00000046,ORD0000017,PROD00121,3,64.54,0,193.62
ITEM00000047,ORD0000017,PROD00089,4,69.69,20,223.01
ITEM00000048,ORD0000017,PROD00090,3,102.93,0,308.79
ITEM00000049,ORD0000018,PROD00053,4,283.39,10,1020.2
ITEM00000050,ORD0000018,PROD00001,4,505.51,15,1718.73
ITEM00000051,ORD0000018,PROD00089,1,69.69,20,55.75
ITEM00000052,ORD0000019,PROD00086,1,706.05,20,564.84
ITEM00000053,ORD0000019,PROD00102,4,180.72,5,686.74
ITEM00000054,ORD0000019,PROD00022,2,464.76,0,929.52
ITEM00000055,ORD0000019,PROD00033,1,50.35,0,50.35
ITEM00000056,ORD0000020,PROD00040,2,808.97,0,1617.94
ITEM00000057,ORD0000020,PROD00004,1,571.38,10,514.24
ITEM00000058,ORD0000020,PROD00036,4,247.69,20,792.61
ITEM00000059,ORD0000021,PROD00129,2,357.17,20,571.47
ITEM00000060,ORD0000021,PROD00084,3,611.64,10,1651.43
ITEM00000061,ORD0000021,PROD00108,2,429.09,0,858.18
ITEM00000062,ORD0000022,PROD00034,2,508.64,10,915.55
ITEM00000063,ORD0000022,PROD00131,1,737.86,20,590.29
ITEM00000064,ORD0000022,PROD00113,2,306.91,10,552.44
ITEM00000065,ORD0000022,PROD00002,2,264.6,0,529.2
ITEM00000066,ORD0000022,PROD00037,4,244.79,10,881.24
ITEM00000067,ORD0000023,PROD00124,1,314.19,10,282.77
ITEM00000068,ORD0000023,PROD00015,2,41.29,0,82.58
ITEM00000069,ORD0000023,PROD00071,1,260.85,20,208.68
ITEM00000070,ORD0000023,PROD00026,4,72.25,10,260.1
ITEM00000071,ORD0000023,PROD00008,1,333.4,5,316.73
ITEM00000072,ORD0000024,PROD00071,4,260.85,10,939.06
ITEM00000073,ORD0000024,PROD00123,2,408.23,15,693.99
ITEM00000074,ORD0000025,PROD00036,4,247.69,0,990.76
ITEM00000075,ORD0000025,PROD00101,4,547.91,0,2191.64
ITEM00000076,ORD0000025,PROD00019,2,288.28,5,547.73
ITEM00000077,ORD0000025,PROD00019,2,288.28,15,490.08
ITEM00000078,ORD0000026,PROD00036,4,247.69,0,990.76
ITEM00000079,ORD0000026,PROD00025,4,347.65,5,1321.07
ITEM00000080,ORD0000026,PROD00042,2,31.38,0,62.76
ITEM00000081,ORD0000027,PROD00092,3,480.65,0,1441.95
ITEM00000082,ORD0000027,PROD00094,1,422.89,0,422.89
ITEM00000083,ORD0000028,PROD00076,1,444.05,0,444.05
ITEM00000084,ORD0000028,PROD00059,1,99.25,0,99.25
ITEM00000085,ORD0000028,PROD00068,3,741.36,0,2224.08
ITEM00000086,ORD0000029,PROD00104,2,176.35,10,317.43
ITEM00000087,ORD0000029,PROD00132,4,465.54,15,1582.84
ITEM00000088,ORD0000029,PROD00084,1,611.64,0,611.64
ITEM00000089,ORD0000030,PROD00005,1,501.05,20,400.84
ITEM00000090,ORD0000030,PROD00067,1,288.21,10,259.39
ITEM00000091,ORD0000030,PROD00057,1,673.56,0,673.56
ITEM00000092,ORD0000031,PROD00069,2,415.53,0,831.06
ITEM00000093,ORD0000031,PROD00062,1,648.8,0,648.8
ITEM00000094,ORD0000031,PROD00068,1,741.36,0,741.36
