order_id,order_date,customer_id,store_id,rep_id,order_status,payment_method,order_total,created_at
ORD0000001,2024-01-15,CUST00078,STORE013,REP0037,Completed,Credit Card,938.65,2024-01-15
ORD0000002,2024-01-15,CUST00260,STORE007,REP0003,Completed,Debit Card,3680.2,2024-01-15
ORD0000003,2024-01-15,CUST00024,STORE018,REP0019,Completed,Debit Card,2943.41,2024-01-15
ORD0000004,2024-01-15,CUST00255,STORE018,REP0021,Refunded,Bank Transfer,4130.06,2024-01-15
ORD0000005,2024-01-15,CUST00154,STORE017,REP0022,Completed,Credit Card,2670.65,2024-01-15
ORD0000006,2024-01-15,CUST00392,STORE018,REP0032,Refunded,Credit Card,2286.13,2024-01-15
ORD0000007,2024-01-15,CUST00032,STORE010,REP0010,Completed,Debit Card,4371.51,2024-01-15
ORD0000008,2024-01-15,CUST00204,STORE013,REP0029,Completed,Gift Card,1976.66,2024-01-15
ORD0000009,2024-01-15,CUST00282,STORE009,REP0036,Completed,Gift Card,3288.52,2024-01-15
ORD0000010,2024-01-15,CUST00302,STORE006,REP0035,Completed,PayPal,2141.5,2024-01-15
ORD0000011,2024-01-15,CUST00313,STORE011,REP0040,Pending,Debit Card,3450.64,2024-01-15
ORD0000012,2024-01-15,CUST00057,STORE011,REP0040,Completed,Bank Transfer,527.08,2024-01-15
ORD0000013,2024-01-15,CUST00014,STORE003,REP0020,Cancelled,Credit Card,7079.36,2024-01-15
ORD0000014,2024-01-15,CUST00074,STORE004,REP0018,Pending,Bank Transfer,3197.65,2024-01-15
ORD0000015,2024-01-15,CUST00014,STORE017,REP0017,Pending,PayPal,864.63,2024-01-15
ORD0000016,2024-01-15,CUST00396,STORE008,REP0026,Pending,Bank Transfer,666.04,2024-01-15
ORD0000017,2024-01-15,CUST00253,STORE012,REP0002,Completed,Debit Card,725.42,2024-01-15
ORD0000018,2024-01-15,CUST00053,STORE008,REP0038,Completed,Credit Card,2794.68,2024-01-15
ORD0000019,2024-01-15,CUST00199,STORE007,REP0031,Completed,Bank Transfer,2231.45,2024-01-15
ORD0000020,2024-01-15,CUST00239,STORE005,REP0007,Pending,Debit Card,2924.79,2024-01-15
ORD0000021,2024-01-15,CUST00109,STORE001,REP0017,Completed,PayPal,3081.08,2024-01-15
ORD0000022,2024-01-15,CUST00235,STORE017,REP0022,Refunded,Credit Card,3468.72,2024-01-15
ORD0000023,2024-01-15,CUST00285,STORE002,REP0008,Pending,PayPal,1150.86,2024-01-15
ORD0000024,2024-01-15,CUST00314,STORE017,REP0023,Cancelled,Bank Transfer,1633.05,2024-01-15
ORD0000025,2024-01-15,CUST00133,STORE018,REP0019,Refunded,PayPal,4220.21,2024-01-15
ORD0000026,2024-01-15,CUST00063,STORE005,REP0007,Completed,Gift Card,2374.59,2024-01-15
ORD0000027,2024-01-15,CUST00264,STORE013,REP0029,Completed,Bank Transfer,1864.84,2024-01-15
ORD0000028,2024-01-15,CUST00235,STORE015,REP0014,Completed,Debit Card,2767.38,2024-01-15
ORD0000029,2024-01-15,CUST00139,STORE005,REP0007,Refunded,Credit Card,2511.91,2024-01-15
ORD0000030,2024-01-15,CUST00353,STORE006,REP0035,Completed,Credit Card,1333.79,2024-01-15
ORD0000031,2024-01-15,CUST00233,STORE001,REP0022,Cancelled,PayPal,3181.6,2024-01-15
ORD0000032,2024-01-15,CUST00272,STORE007,REP0019,Completed,Credit Card,4469.12,2024-01-15
ORD0000033,2024-01-15,CUST00338,STORE014,REP0034,Completed,PayPal,3151.59,2024-01-15
ORD0000034,2024-01-15,CUST00221,STORE006,REP0001,Completed,PayPal,4683.45,2024-01-15
ORD0000035,2024-01-15,CUST00187,STORE011,REP0040,Completed,Debit Card,870.72,2024-01-15
ORD0000036,2024-01-15,CUST00001,STORE011,REP0040,Completed,Credit Card,1279.27,2024-01-15
ORD0000037,2024-01-15,CUST00154,STORE010,REP0010,Completed,Bank Transfer,8248.5,2024-01-15
ORD0000038,2024-01-15,CUST00292,STORE001,REP0038,Refunded,Gift Card,2615.85,2024-01-15
ORD0000039,2024-01-15,CUST00232,STORE018,REP0019,Pending,Credit Card,1447.0,2024-01-15
ORD0000040,2024-01-15,CUST00234,STORE003,REP0020,Pending,PayPal,5791.12,2024-01-15
ORD0000041,2024-01-15,CUST00393,STORE002,REP0008,Completed,Bank Transfer,4639.02,2024-01-15
ORD0000042,2024-01-15,CUST00147,STORE015,REP0014,Completed,Gift Card,1129.86,2024-01-15
ORD0000043,2024-01-15,CUST00009,STORE010,REP0010,Completed,PayPal,6503.82,2024-01-15
ORD0000044,2024-01-15,CUST00119,STORE016,REP0011,Completed,Gift Card,379.42,2024-01-15
ORD0000045,2024-01-15,CUST00208,STORE010,REP0010,Completed,Debit Card,4121.72,2024-01-15
